"","idx","name","selected","f[(1)](id, age)","f[(2)](age)","f[(3)](diseaseAge)","f[(4)](sex, age)","f[(5)](group)","noise","max(Rhat)","n","N","N_cases","flag","N_b05","N_b02","NA"
"1060",1060,"P67936.1","f[(2)](age), f[(1)](id, age)",0.098,0.132,0.008,0.018,0.001,0.742,1.005,189,21,11,0,4,11,0
"1061",1061,"P68133","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.326,0.049,0.019,0.038,0.002,0.566,1.002,189,21,11,0,3,9,0
"1062",1062,"P68036","f[(2)](age), f[(5)](group)",0.016,0.205,0.002,0.01,0.024,0.743,1.002,99,11,2,0,0,2,0
"1063",1063,"P68363","f[(1)](id, age), f[(2)](age)",0.224,0.063,0.032,0.005,0.004,0.672,1.003,189,21,11,0,3,6,0
"1064",1064,"P68366","f[(1)](id, age), f[(2)](age)",0.216,0.137,0.017,0.014,0.001,0.615,1.003,189,21,11,0,3,10,0
"1065",1065,"P68371","f[(1)](id, age), f[(2)](age)",0.204,0.084,0.004,0.024,0.002,0.682,1.003,171,19,9,0,1,9,0
"1066",1066,"P68871","f[(1)](id, age), f[(2)](age), f[(3)](diseaseAge)",0.665,0.073,0.038,0.035,0.003,0.187,1.002,189,21,11,0,2,5,0
"1067",1067,"P69892","f[(1)](id, age), f[(5)](group), f[(2)](age)",0.576,0.06,0.043,0.006,0.087,0.228,1.004,135,15,5,0,2,3,0
"1068",1068,"P69905","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.616,0.092,0.042,0.046,0.001,0.203,1.006,189,21,11,0,2,4,0
"1069",1069,"P78324","f[(1)](id, age), f[(5)](group)",0.73,0.014,0.001,0.003,0.041,0.211,1.005,189,21,11,0,1,11,0
"1070",1070,"P78371","f[(1)](id, age)",0.206,0.025,0.003,0.003,0.011,0.75,1.002,144,16,7,0,1,7,0
"1071",1071,"P78417","f[(2)](age), f[(1)](id, age)",0.082,0.115,0.004,0.014,0.001,0.785,1.003,189,21,11,0,3,11,0
"1072",1072,"P78504","f[(1)](id, age)",0.623,0.028,0.007,0.006,0.001,0.336,1.003,189,21,11,0,5,11,0
"1073",1073,"P78536","f[(1)](id, age)",0.675,0.009,0.001,0.003,0.01,0.302,1.003,180,20,11,0,3,11,0
"1074",1074,"P78552","f[(1)](id, age), f[(3)](diseaseAge), f[(4)](sex, age)",0.361,0.013,0.041,0.037,0.004,0.545,1.002,189,21,11,0,5,10,0
"1075",1075,"P80108","f[(1)](id, age), f[(2)](age)",0.479,0.143,0.009,0.01,0.001,0.357,1.003,189,21,11,0,3,10,0
"1076",1076,"P80188","f[(1)](id, age), f[(2)](age)",0.464,0.037,0.004,0,0.026,0.469,1.002,189,21,11,0,5,11,0
"1077",1077,"P80511","NA, noise",0.025,0.004,0.007,0.01,0.002,0.952,1.002,117,13,7,0,2,7,0
"1078",1078,"P80723","f[(1)](id, age), f[(2)](age)",0.463,0.141,0.002,0.026,0.001,0.367,1.004,189,21,11,0,3,11,0
"1079",1079,"P81172","f[(1)](id, age), f[(3)](diseaseAge)",0.15,0.014,0.117,0.003,0.024,0.692,1.003,123,14,7,0,4,5,0
"1080",1080,"P81605","f[(1)](id, age), f[(5)](group)",0.403,0.003,0.001,0.015,0.076,0.501,1.002,135,16,9,0,1,9,0
"1081",1081,"P98095","f[(1)](id, age), f[(2)](age)",0.662,0.069,0.002,0.009,0.007,0.251,1.002,189,21,11,0,3,11,0
"1082",1082,"P98160","f[(1)](id, age), f[(2)](age)",0.175,0.094,0.005,0.011,0.001,0.714,1.002,189,21,11,0,3,11,0
"1083",1083,"P98161","f[(1)](id, age), f[(2)](age)",0.326,0.1,0.004,0.006,0.009,0.555,1.003,189,21,11,0,4,11,0
"1084",1084,"Q01459","f[(1)](id, age), f[(2)](age)",0.399,0.102,0.012,0.006,0.001,0.48,1.003,189,21,11,0,4,10,0
"1085",1085,"Q01469","f[(1)](id, age), f[(2)](age)",0.149,0.058,0.017,0.013,0.001,0.762,1.006,180,20,11,0,5,11,0
"1086",1086,"Q01518","f[(2)](age), f[(1)](id, age)",0.088,0.117,0.01,0.009,0.002,0.774,1.002,189,21,11,0,3,11,0
"1087",1087,"Q01523","f[(1)](id, age), f[(2)](age)",0.47,0.185,0.01,0.008,0.031,0.296,1.001,144,16,10,0,5,10,0
"1088",1088,"Q01973","f[(1)](id, age), f[(2)](age)",0.369,0.027,0.009,0.003,0.014,0.578,1.003,126,14,8,0,1,8,0
"1089",1089,"Q02413","f[(1)](id, age), f[(4)](sex, age)",0.217,0.018,0.004,0.096,0.018,0.648,1.004,153,17,11,0,4,11,0
"1090",1090,"Q02487","f[(1)](id, age), f[(2)](age)",0.395,0.163,0.015,0.007,0.006,0.414,1.002,189,21,11,0,3,11,0
"1091",1091,"Q02747","f[(1)](id, age), f[(5)](group)",0.64,0.001,0.004,0.006,0.097,0.252,1.002,171,19,10,0,5,10,0
"1092",1092,"Q02763","f[(1)](id, age), f[(4)](sex, age)",0.455,0.018,0.003,0.025,0.005,0.493,1.002,189,21,11,0,3,11,0
"1093",1093,"Q02818","f[(1)](id, age), f[(2)](age)",0.261,0.127,0.003,0.023,0.019,0.567,1.003,189,21,11,0,3,11,0
"1094",1094,"Q02952","f[(1)](id, age), f[(4)](sex, age)",0.479,0.008,0.002,0.071,0.017,0.422,1.002,180,20,10,0,1,10,0
"1095",1095,"Q02985","f[(1)](id, age)",0.794,0.008,0.017,0.007,0.003,0.172,1.022,189,21,11,0,2,6,0
"1096",1096,"Q03154","f[(1)](id, age), f[(2)](age)",0.096,0.079,0.021,0.012,0.004,0.788,1.003,189,21,11,0,6,9,0
"1097",1097,"Q03167","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.442,0.118,0.009,0.08,0.022,0.33,1.004,189,21,11,0,2,11,0
"1098",1098,"Q03591","f[(1)](id, age)",0.946,0.003,0.005,0.003,0.01,0.032,1.03,189,21,11,0,2,6,0
"1099",1099,"Q04446","f[(1)](id, age), f[(4)](sex, age)",0.433,0.005,0.004,0.053,0.001,0.504,1.005,189,21,11,0,3,11,0
"1100",1100,"Q04721","f[(1)](id, age), f[(2)](age)",0.424,0.118,0.004,0.015,0.015,0.423,1.006,189,21,11,0,2,11,0
"1101",1101,"Q04756","f[(1)](id, age)",0.512,0.002,0.002,0.039,0.002,0.444,1.003,189,21,11,0,1,11,0
"1102",1102,"Q04760","f[(2)](age), f[(1)](id, age)",0.067,0.216,0.006,0.006,0.007,0.698,1.003,171,19,10,0,3,10,0
"1103",1103,"Q04917","f[(1)](id, age), f[(2)](age)",0.155,0.111,0.009,0.008,0.001,0.716,1.003,189,21,11,0,2,11,0
"1104",1104,"Q05655","f[(4)](sex, age), f[(1)](id, age), f[(2)](age), f[(3)](diseaseAge)",0.108,0.084,0.044,0.137,0.033,0.594,1.005,132,15,9,0,4,6,0
"1105",1105,"Q05682","f[(2)](age), f[(1)](id, age)",0.069,0.114,0.005,0.011,0.001,0.8,1.003,189,21,11,0,4,11,0
"1106",1106,"Q05707","f[(2)](age), f[(1)](id, age), f[(3)](diseaseAge)",0.154,0.466,0.035,0.023,0.002,0.32,1.002,189,21,11,0,4,6,0
"1107",1107,"Q06033","f[(1)](id, age), f[(2)](age)",0.306,0.062,0.005,0.007,0.001,0.62,1.003,189,21,11,0,3,11,0
"1108",1108,"Q06124","f[(1)](id, age), f[(2)](age)",0.178,0.036,0.008,0.01,0.007,0.761,1.003,98,11,7,0,1,7,0
"1109",1109,"Q06141","f[(1)](id, age), f[(4)](sex, age)",0.208,0.008,0.006,0.195,0.002,0.581,1.003,135,15,7,0,1,7,0
"1110",1110,"Q06187","f[(1)](id, age), f[(2)](age)",0.146,0.1,0.011,0.018,0.001,0.724,1.002,189,21,11,0,1,11,0
"1111",1111,"Q06323","f[(1)](id, age), f[(2)](age)",0.067,0.055,0.004,0.004,0.001,0.869,1.003,189,21,11,0,2,11,0
"1112",1112,"Q06828","f[(2)](age), f[(1)](id, age)",0.154,0.401,0.005,0.016,0.003,0.422,1.002,189,21,11,0,0,11,0
"1113",1113,"Q06830","f[(1)](id, age), f[(2)](age)",0.344,0.198,0.008,0.004,0.002,0.444,1.002,189,21,11,0,3,11,0
"1114",1114,"Q07075","f[(1)](id, age)",0.72,0.001,0.001,0.006,0.005,0.266,1.002,189,21,11,0,2,11,0
"1115",1115,"Q07954","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.133,0.099,0.005,0.093,0.001,0.67,1.003,189,21,11,0,3,11,0
"1116",1116,"Q07960","f[(1)](id, age), f[(2)](age)",0.183,0.069,0.009,0.026,0.003,0.71,1.002,171,19,9,0,3,8,0
"1117",1117,"Q08174","f[(1)](id, age), f[(2)](age)",0.474,0.153,0.004,0.017,0.003,0.35,1.004,189,21,11,0,2,11,0
"1118",1118,"Q08188","f[(1)](id, age), f[(2)](age)",0.493,0.033,0.009,0.025,0.009,0.431,1.002,149,17,9,0,1,8,0
"1119",1119,"Q08345","f[(1)](id, age), f[(2)](age)",0.242,0.032,0.007,0.01,0.005,0.704,1.004,177,20,10,0,1,10,0
"1120",1120,"Q08380","f[(1)](id, age), f[(2)](age)",0.651,0.082,0.005,0.007,0.009,0.247,1.002,189,21,11,0,5,10,0
"1121",1121,"Q08495","f[(4)](sex, age), f[(2)](age)",0.018,0.034,0.004,0.13,0,0.813,1.002,108,12,7,0,1,7,0
"1122",1122,"Q08554","f[(1)](id, age)",0.398,0.01,0.001,0.004,0.005,0.583,1.003,189,21,11,0,0,11,0
"1123",1123,"Q08830","f[(1)](id, age), f[(5)](group)",0.231,0.02,0.007,0.022,0.045,0.675,1.004,189,21,11,0,2,11,0
"1124",1124,"Q08ET2","f[(1)](id, age), f[(4)](sex, age)",0.658,0.024,0.008,0.036,0.012,0.263,1.002,171,19,10,0,3,8,0
"1125",1125,"Q09328","f[(1)](id, age), f[(2)](age)",0.236,0.127,0.005,0.016,0.001,0.617,1.003,153,17,9,0,3,9,0
"1126",1126,"Q0VAF6","f[(1)](id, age), f[(2)](age)",0.712,0.093,0.014,0.003,0.013,0.164,1.002,99,11,5,0,4,5,0
"1127",1127,"Q0ZGT2","f[(1)](id, age), f[(4)](sex, age)",0.2,0.013,0.006,0.061,0.006,0.715,1.002,117,13,8,0,2,8,0
"1128",1128,"Q10469","f[(1)](id, age), f[(3)](diseaseAge)",0.523,0,0.045,0.008,0.003,0.421,1.002,126,14,6,0,2,3,0
"1129",1129,"Q10471","f[(1)](id, age), f[(2)](age)",0.481,0.076,0.003,0.002,0.002,0.434,1.003,189,21,11,0,4,11,0
"1130",1130,"Q10472","f[(1)](id, age)",0.529,0.007,0.002,0.002,0.003,0.456,1.002,162,18,8,0,0,8,0
"1131",1131,"Q12797","f[(1)](id, age)",0.233,0.007,0.015,0.007,0.021,0.718,1.003,151,17,10,0,3,9,0
"1132",1132,"Q12805","f[(1)](id, age), f[(2)](age)",0.382,0.191,0.008,0.008,0,0.41,1.002,189,21,11,0,7,10,0
"1133",1133,"Q12805.1","f[(1)](id, age)",0.686,0.012,0.007,0.004,0.007,0.283,1.003,161,18,11,0,6,11,0
"1134",1134,"Q12841","f[(2)](age), f[(1)](id, age)",0.176,0.394,0.007,0.008,0.012,0.403,1.003,189,21,11,0,4,11,0
"1135",1135,"Q12860","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.245,0.054,0.013,0.01,0.054,0.623,1.003,189,21,11,0,6,10,0
"1136",1136,"Q12864","f[(1)](id, age), f[(2)](age)",0.587,0.166,0.014,0.007,0.003,0.224,1.003,189,21,11,0,5,10,0
"1137",1137,"Q12882","f[(1)](id, age)",0.631,0,0.004,0.007,0.004,0.354,1.002,152,17,9,0,2,9,0
"1138",1138,"Q12907","f[(1)](id, age)",0.558,0.005,0.003,0.003,0.001,0.43,1.003,189,21,11,0,0,11,0
"1139",1139,"Q13093","f[(1)](id, age), f[(2)](age)",0.354,0.205,0.003,0.004,0.002,0.433,1.002,189,21,11,0,0,11,0
"1140",1140,"Q13103","f[(1)](id, age), f[(2)](age)",0.821,0.071,0.002,0.004,0.004,0.098,1.002,189,21,11,0,4,11,0
"1141",1141,"Q13177","f[(1)](id, age)",0.224,0.009,0.008,0.014,0.012,0.733,1.002,126,14,7,0,2,7,0
"1142",1142,"Q13201","f[(1)](id, age)",0.558,0.036,0.009,0.004,0,0.393,1.003,189,21,11,0,5,11,0
"1143",1143,"Q13217","f[(1)](id, age), f[(3)](diseaseAge)",0.485,0.018,0.019,0.011,0.004,0.463,1.002,171,19,9,0,4,8,0
"1144",1144,"Q13228","f[(2)](age), f[(1)](id, age)",0.286,0.318,0.018,0.011,0.004,0.363,1.004,189,21,11,0,4,8,0
"1145",1145,"Q13231","f[(1)](id, age)",0.691,0.003,0.019,0.02,0.002,0.265,1.003,144,16,8,0,5,6,0
"1146",1146,"Q13232","f[(1)](id, age), f[(3)](diseaseAge), f[(2)](age), f[(5)](group)",0.173,0.067,0.072,0.049,0.05,0.589,1.029,180,20,10,0,4,5,0
"1147",1147,"Q13275","f[(1)](id, age), f[(5)](group)",0.358,0.021,0.003,0.019,0.038,0.56,1.003,189,21,11,0,1,11,0
"1148",1148,"Q13308","f[(1)](id, age), f[(2)](age)",0.339,0.316,0.008,0.001,0.011,0.324,1.002,189,21,11,0,3,10,0
"1149",1149,"Q13332","f[(1)](id, age), f[(2)](age)",0.356,0.145,0.006,0.015,0.001,0.478,1.003,189,21,11,0,3,11,0
"1150",1150,"Q13421","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.561,0.086,0.005,0.017,0.042,0.288,1.002,189,21,11,0,5,11,0
"1151",1151,"Q13444","f[(1)](id, age)",0.673,0.008,0.004,0.012,0.007,0.296,1.004,125,14,8,0,1,8,0
"1152",1152,"Q13508","f[(1)](id, age), f[(2)](age)",0.454,0.061,0.004,0.019,0.002,0.46,1.003,189,21,11,0,3,11,0
"1153",1153,"Q13561","f[(1)](id, age), f[(4)](sex, age), f[(5)](group)",0.1,0.036,0.01,0.067,0.036,0.752,1.003,117,13,6,0,1,6,0
"1154",1154,"Q13642","f[(1)](id, age), f[(2)](age)",0.137,0.09,0.018,0.023,0.007,0.726,1.002,189,21,11,0,3,10,0
"1155",1155,"Q13683","f[(1)](id, age), f[(2)](age)",0.203,0.092,0.012,0.003,0.009,0.681,1.002,188,21,11,0,4,11,0
"1156",1156,"Q13724","f[(1)](id, age), f[(3)](diseaseAge)",0.449,0.024,0.062,0.005,0.015,0.445,1.006,117,13,5,0,2,3,0
"1157",1157,"Q13740","f[(1)](id, age)",0.397,0.028,0.005,0.006,0.01,0.553,1.003,189,21,11,0,4,11,0
"1158",1158,"Q13790","f[(1)](id, age), f[(2)](age)",0.632,0.132,0.004,0.018,0.001,0.214,1.005,189,21,11,0,0,11,0
"1159",1159,"Q13797","f[(1)](id, age)",0.453,0.001,0.004,0.024,0.011,0.507,1.004,99,11,10,0,2,10,0
"1160",1160,"Q13867","f[(1)](id, age), f[(2)](age)",0.802,0.045,0.005,0.005,0.004,0.14,1.002,189,21,11,0,6,9,0
"1161",1161,"Q14008","f[(2)](age)",0.008,0.544,0.008,0.002,0,0.438,1.002,189,21,11,0,6,10,0
"1162",1162,"Q14012","f[(2)](age), f[(1)](id, age)",0.058,0.132,0.016,0.013,0.003,0.778,1.002,162,18,9,0,3,6,0
"1163",1163,"Q14019","f[(1)](id, age), f[(2)](age), f[(3)](diseaseAge)",0.091,0.086,0.042,0.007,0.002,0.771,1.002,189,21,11,0,3,4,0
"1164",1164,"Q14112","f[(1)](id, age), f[(2)](age)",0.323,0.057,0.009,0.014,0.005,0.592,1.004,162,18,8,0,1,8,0
"1165",1165,"Q14118","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.488,0.128,0.006,0.025,0.037,0.317,1.003,189,21,11,0,2,11,0
"1166",1166,"Q14126","f[(1)](id, age), f[(2)](age)",0.428,0.257,0.003,0.003,0.017,0.293,1.003,189,21,11,0,0,11,0
"1167",1167,"Q14204","f[(1)](id, age), f[(2)](age)",0.383,0.024,0.01,0.005,0.019,0.559,1.002,177,20,11,0,4,11,0
"1168",1168,"Q14247","f[(2)](age), f[(1)](id, age)",0.075,0.078,0.009,0.012,0.002,0.824,1.003,189,21,11,0,2,11,0
"1169",1169,"Q14314","f[(1)](id, age), f[(2)](age)",0.558,0.13,0.003,0.009,0.001,0.299,1.002,189,21,11,0,4,11,0
"1170",1170,"Q14315","f[(1)](id, age), f[(2)](age)",0.407,0.377,0.003,0.008,0.01,0.195,1.003,108,12,7,0,0,7,0
"1171",1171,"Q14393","f[(4)](sex, age), f[(2)](age), f[(1)](id, age)",0.145,0.376,0.002,0.387,0.001,0.089,1.003,189,21,11,0,1,11,0
"1172",1172,"Q14508","f[(1)](id, age), f[(2)](age)",0.554,0.032,0.004,0.004,0.024,0.383,1.003,126,14,10,0,0,10,0
"1173",1173,"Q14515","f[(1)](id, age), f[(2)](age)",0.477,0.16,0.005,0.016,0.016,0.325,1.026,189,21,11,0,1,11,0
"1174",1174,"Q14520","f[(1)](id, age), f[(2)](age)",0.468,0.035,0.006,0.011,0.001,0.478,1.002,189,21,11,0,3,11,0
"1175",1175,"Q14554","f[(1)](id, age), f[(4)](sex, age)",0.314,0.019,0.005,0.024,0.021,0.617,1.002,151,17,8,0,2,8,0
"1176",1176,"Q14563","f[(1)](id, age), f[(2)](age)",0.444,0.07,0.004,0.03,0.003,0.449,1.003,126,14,6,0,1,6,0
"1177",1177,"Q14574","f[(1)](id, age), f[(2)](age)",0.356,0.071,0.009,0.002,0.002,0.559,1.003,189,21,11,0,2,11,0
"1178",1178,"Q14624","f[(1)](id, age)",0.771,0.012,0.003,0.004,0.003,0.208,1.002,189,21,11,0,3,11,0
"1179",1179,"Q14624.1","f[(1)](id, age)",0.615,0.021,0.001,0.012,0.007,0.344,1.003,187,21,11,0,1,11,0
"1180",1180,"Q14644","f[(2)](age), f[(1)](id, age)",0.102,0.114,0.017,0.026,0.001,0.74,1.005,171,19,11,0,4,10,0
"1181",1181,"Q14697","f[(1)](id, age)",0.508,0.001,0.003,0.023,0.009,0.457,1.002,189,21,11,0,3,11,0
"1182",1182,"Q14766","f[(1)](id, age), f[(2)](age)",0.44,0.034,0.007,0.016,0.003,0.499,1.003,189,21,11,0,5,11,0
"1183",1183,"Q14847","f[(1)](id, age), f[(2)](age)",0.116,0.114,0.03,0.014,0.002,0.724,1.006,189,21,11,0,3,6,0
"1184",1184,"Q14956","f[(1)](id, age)",0.533,0.008,0.004,0.006,0.001,0.448,1.002,189,21,11,0,2,11,0
"1185",1185,"Q14974","f[(2)](age), f[(1)](id, age)",0.044,0.071,0.007,0.004,0.002,0.873,1.002,180,20,10,0,4,10,0
"1186",1186,"Q14982","f[(2)](age), f[(1)](id, age)",0.258,0.431,0.033,0.001,0.015,0.263,1.002,189,21,11,0,6,7,0
"1187",1187,"Q15008","f[(2)](age), f[(1)](id, age)",0.114,0.128,0.008,0.007,0.035,0.709,1.003,99,11,4,0,0,4,0
"1188",1188,"Q15063","f[(1)](id, age), f[(2)](age)",0.466,0.194,0.005,0.01,0.001,0.325,1.002,189,21,11,0,3,11,0
"1189",1189,"Q15063.1","f[(1)](id, age), f[(4)](sex, age), f[(2)](age)",0.49,0.044,0.002,0.046,0.031,0.387,1.003,180,20,11,0,2,11,0
"1190",1190,"Q15084","f[(1)](id, age), f[(2)](age)",0.181,0.075,0.006,0.03,0.004,0.704,1.003,189,21,11,0,1,11,0
"1191",1191,"Q15102","f[(2)](age), f[(1)](id, age), f[(3)](diseaseAge), f[(5)](group)",0.207,0.338,0.154,0.026,0.029,0.246,1.002,117,13,3,0,2,2,0
"1192",1192,"Q15113","f[(1)](id, age), f[(2)](age)",0.146,0.038,0.035,0.005,0.001,0.774,1.003,189,21,11,0,5,9,0
"1193",1193,"Q15166","f[(1)](id, age), f[(2)](age)",0.629,0.155,0.001,0.002,0,0.212,1.002,189,21,11,0,0,11,0
"1194",1194,"Q15223","f[(1)](id, age), f[(2)](age)",0.458,0.096,0.005,0.026,0.011,0.404,1.004,189,21,11,0,0,11,0
"1195",1195,"Q15293","f[(1)](id, age)",0.374,0.016,0.004,0.01,0.019,0.576,1.002,180,20,11,0,2,11,0
"1196",1196,"Q15365","f[(2)](age), f[(1)](id, age)",0.09,0.143,0.014,0.004,0.017,0.732,1.002,189,21,11,0,3,10,0
"1197",1197,"Q15375","f[(1)](id, age), f[(2)](age)",0.495,0.04,0.005,0.018,0.022,0.42,1.003,162,18,9,0,2,9,0
"1198",1198,"Q15404","f[(1)](id, age), f[(2)](age)",0.119,0.117,0.015,0.02,0.002,0.726,1.004,189,21,11,0,3,10,0
"1199",1199,"Q15485","f[(1)](id, age), f[(5)](group)",0.289,0.019,0.005,0.021,0.045,0.622,1.005,189,21,11,0,1,11,0
"1200",1200,"Q15555","f[(2)](age), f[(1)](id, age)",0.103,0.13,0.014,0.013,0.002,0.738,1.004,189,21,11,0,4,11,0
"1201",1201,"Q15582","f[(1)](id, age), f[(2)](age)",0.68,0.1,0.005,0.012,0.001,0.202,1.003,189,21,11,0,3,10,0
"1202",1202,"Q15691","f[(2)](age), f[(1)](id, age)",0.092,0.111,0.009,0.016,0.001,0.771,1.004,189,21,11,0,3,11,0
"1203",1203,"Q15746","f[(2)](age), f[(1)](id, age), f[(5)](group)",0.081,0.086,0.014,0.032,0.039,0.748,1.004,189,21,11,0,0,11,0
"1204",1204,"Q15828","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.397,0.188,0.006,0.04,0.031,0.337,1.002,189,21,11,0,2,11,0
"1205",1205,"Q15843","f[(1)](id, age)",0.033,0.029,0.002,0.003,0.001,0.932,1.002,171,19,10,0,2,10,0
"1206",1206,"Q15848","f[(1)](id, age), f[(2)](age)",0.43,0.349,0.02,0.017,0.001,0.183,1.002,189,21,11,0,4,9,0
"1207",1207,"Q15942","f[(2)](age), f[(1)](id, age)",0.075,0.112,0.018,0.015,0.002,0.777,1.003,189,21,11,0,3,9,0
"1208",1208,"Q16270","f[(1)](id, age)",0.534,0.02,0.004,0.017,0.005,0.421,1.002,189,21,11,0,0,11,0
"1209",1209,"Q16394","f[(1)](id, age), f[(2)](age)",0.188,0.049,0.004,0.009,0.001,0.749,1.003,189,21,11,0,1,11,0
"1210",1210,"Q16531","f[(1)](id, age), f[(2)](age)",0.255,0.077,0.005,0.003,0.026,0.633,1.002,153,17,8,0,0,8,0
"1211",1211,"Q16539","f[(1)](id, age), f[(2)](age)",0.099,0.071,0.014,0.018,0.018,0.781,1.003,180,20,11,0,3,11,0
"1212",1212,"Q16543","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.137,0.066,0.005,0.021,0.044,0.726,1.002,171,19,10,0,1,10,0
"1213",1213,"Q16555","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.119,0.102,0.016,0.024,0.045,0.694,1.003,189,21,11,0,3,10,0
"1214",1214,"Q16610","f[(1)](id, age)",0.246,0.01,0.007,0.001,0.008,0.727,1.002,189,21,11,0,2,11,0
"1215",1215,"Q16620","f[(1)](id, age), f[(3)](diseaseAge)",0.484,0.01,0.024,0.011,0.019,0.452,1.003,189,21,11,0,6,7,0
"1216",1216,"Q16627","f[(1)](id, age), f[(2)](age)",0.294,0.125,0.003,0.009,0.001,0.568,1.002,189,21,11,0,3,11,0
"1217",1217,"Q16651","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.553,0.127,0.021,0.008,0.053,0.238,1.002,108,12,3,0,1,1,0
"1218",1218,"Q16658","f[(1)](id, age), f[(2)](age), f[(3)](diseaseAge)",0.309,0.206,0.046,0.034,0.002,0.403,1.002,176,20,11,0,5,8,0
"1219",1219,"Q16706","f[(1)](id, age), f[(2)](age)",0.482,0.08,0.005,0.006,0.002,0.425,1.002,189,21,11,0,3,11,0
"1220",1220,"Q16787","f[(1)](id, age), f[(2)](age)",0.533,0.037,0.001,0.01,0.013,0.406,1.004,180,20,10,0,2,10,0
"1221",1221,"Q16832","f[(1)](id, age)",0.429,0.001,0.018,0.005,0.016,0.531,1.002,149,18,8,0,4,6,0
"1222",1222,"Q16853","f[(1)](id, age)",0.657,0.015,0.003,0.003,0.003,0.319,1.003,189,21,11,0,4,11,0
"1223",1223,"Q16881","f[(1)](id, age)",0.058,0.001,0.006,0.002,0.003,0.929,1.001,144,17,8,0,2,8,0
"1224",1224,"Q24JP5","f[(1)](id, age), f[(2)](age)",0.275,0.255,0.016,0.002,0.008,0.444,1.004,189,21,11,0,6,9,0
"1225",1225,"Q27J81","f[(1)](id, age), f[(3)](diseaseAge)",0.613,0.012,0.038,0.003,0.003,0.331,1.001,112,13,7,0,1,3,0
"1226",1226,"Q29940","f[(1)](id, age)",0.761,0.034,0.001,0.006,0.007,0.19,1.002,171,19,11,0,2,11,0
"1227",1227,"Q3ZCW2","f[(2)](age), f[(1)](id, age)",0.07,0.114,0.005,0.014,0.001,0.795,1.003,189,21,11,0,0,11,0
"1228",1228,"Q495W5","f[(1)](id, age), f[(2)](age)",0.639,0.037,0.008,0.005,0.012,0.299,1.003,189,21,11,0,3,11,0
"1229",1229,"Q4KMG0","f[(2)](age), f[(1)](id, age)",0.197,0.366,0.006,0.014,0.015,0.402,1.003,189,21,11,0,3,11,0
"1230",1230,"Q504Y2","f[(1)](id, age), f[(2)](age)",0.499,0.022,0.005,0.004,0.019,0.45,1.002,144,16,10,0,4,10,0
"1231",1231,"Q53RD9","f[(1)](id, age)",0.466,0.004,0.003,0.013,0.006,0.509,1.002,126,14,7,0,1,7,0
"1232",1232,"Q58EX2","f[(1)](id, age), f[(2)](age)",0.327,0.225,0.01,0.002,0.002,0.434,1.004,189,21,11,0,5,9,0
"1233",1233,"Q5BLP8","f[(2)](age), f[(1)](id, age)",0.259,0.554,0.003,0.005,0.003,0.177,1.004,180,20,11,0,2,11,0
"1234",1234,"Q5JSH3","f[(1)](id, age), f[(2)](age)",0.089,0.085,0.006,0.019,0.01,0.79,1.002,171,19,10,0,3,10,0
"1235",1235,"Q5KU26","f[(1)](id, age), f[(2)](age)",0.344,0.218,0.009,0.013,0.001,0.416,1.013,189,21,11,0,3,10,0
"1236",1236,"Q5T0T0","f[(2)](age)",0.006,0.623,0.014,0.003,0.001,0.353,1.002,135,15,6,0,2,3,0
"1237",1237,"Q5T2D2","f[(1)](id, age), f[(2)](age)",0.469,0.343,0.004,0.007,0.002,0.175,1.004,189,21,11,0,5,10,0
"1238",1238,"Q5T3I4","f[(1)](id, age), f[(2)](age)",0.621,0.088,0.027,0.008,0.002,0.254,1.003,116,13,6,0,2,3,0
"1239",1239,"Q5T6H7","f[(5)](group), f[(4)](sex, age), f[(1)](id, age)",0.034,0.01,0.009,0.068,0.089,0.791,1.002,99,11,7,0,2,7,0
"1240",1240,"Q5T985","f[(1)](id, age), f[(4)](sex, age), f[(5)](group)",0.568,0.025,0.013,0.07,0.047,0.277,1.002,108,12,7,0,2,7,0
"1241",1241,"Q5T987","f[(1)](id, age), f[(4)](sex, age), f[(5)](group)",0.317,0.004,0.022,0.052,0.024,0.581,1.002,126,14,9,0,4,8,0
"1242",1242,"Q5TCJ5","f[(1)](id, age), f[(3)](diseaseAge), f[(2)](age)",0.291,0.065,0.202,0.033,0.002,0.407,1.003,171,19,9,0,1,1,0
"1243",1243,"P07951","f[(2)](age), f[(1)](id, age)",0.081,0.107,0.011,0.022,0.013,0.766,1.004,189,21,11,0,1,11,0
"1244",1244,"Q5VU97","f[(1)](id, age), f[(3)](diseaseAge), f[(5)](group)",0.237,0.017,0.084,0.012,0.064,0.585,1.003,108,12,7,0,2,2,0
"1245",1245,"Q5VW32","f[(2)](age), f[(1)](id, age)",0.084,0.086,0.01,0.019,0.004,0.796,1.005,99,11,7,0,1,7,0
