"","idx","name","selected","f[(1)](id, age)","f[(2)](age)","f[(3)](diseaseAge)","f[(4)](sex, age)","f[(5)](group)","noise","max(Rhat)","n","N","N_cases","flag","N_b05","N_b02","NA"
"381",381,"O14498","f[(1)](id, age), f[(2)](age)",0.583,0.114,0.01,0.028,0.007,0.258,1.002,189,21,11,0,2,11,0
"382",382,"O14594","f[(2)](age), f[(1)](id, age)",0.146,0.645,0.035,0.005,0.002,0.167,1.005,189,21,11,0,3,5,0
"383",383,"P47813","f[(2)](age), f[(1)](id, age), f[(4)](sex, age)",0.08,0.082,0.018,0.065,0.007,0.748,1.002,126,14,6,0,3,3,0
"384",384,"O14672","f[(1)](id, age), f[(5)](group)",0.527,0.002,0.011,0.018,0.07,0.371,1.002,105,12,5,0,0,5,0
"385",385,"O14745","f[(1)](id, age), f[(2)](age)",0.193,0.082,0.011,0.022,0.007,0.685,1.002,189,21,11,0,4,11,0
"386",386,"O14791","f[(1)](id, age), f[(2)](age)",0.5,0.187,0.002,0.043,0.003,0.266,1.003,189,21,11,0,2,11,0
"387",387,"O14793","f[(2)](age), f[(1)](id, age)",0.308,0.384,0.013,0.012,0.002,0.28,1.002,144,16,8,0,4,7,0
"388",388,"O14818","f[(1)](id, age), f[(2)](age)",0.271,0.152,0.005,0.01,0.001,0.562,1.002,189,21,11,0,1,11,0
"389",389,"O14917","f[(1)](id, age)",0.493,0.016,0.002,0.004,0.001,0.484,1.003,98,11,2,0,0,2,0
"390",390,"O14960","f[(1)](id, age)",0.81,0.024,0.001,0.001,0.006,0.159,1.003,189,21,11,0,2,11,0
"391",391,"O15020","f[(1)](id, age), f[(2)](age)",0.498,0.036,0.005,0.007,0.013,0.441,1.002,135,15,9,0,1,9,0
"392",392,"O15031","f[(1)](id, age), f[(2)](age)",0.49,0.046,0.003,0.003,0.009,0.449,1.004,189,21,11,0,3,11,0
"393",393,"O15117","f[(2)](age), f[(1)](id, age)",0.068,0.149,0.005,0.008,0.003,0.767,1.003,135,15,7,0,1,7,0
"394",394,"O15143","f[(2)](age), f[(1)](id, age)",0.079,0.105,0.006,0.008,0.002,0.8,1.006,189,21,11,0,0,11,0
"395",395,"O15144","f[(2)](age), f[(1)](id, age)",0.08,0.129,0.012,0.027,0.005,0.748,1.002,189,21,11,0,3,11,0
"396",396,"O15145","f[(1)](id, age), f[(2)](age)",0.386,0.044,0.005,0.009,0.009,0.547,1.002,189,21,11,0,4,11,0
"397",397,"O15204","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.281,0.185,0.004,0.056,0.035,0.438,1.004,189,21,11,0,4,11,0
"398",398,"O15230","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.301,0.044,0.019,0.026,0.023,0.588,1.002,108,12,10,0,4,10,0
"399",399,"O15232","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.371,0.216,0.01,0.053,0.001,0.349,1.005,189,21,11,0,4,11,0
"400",400,"Q05BJ3","f[(1)](id, age), f[(2)](age)",0.359,0.341,0.007,0.017,0.005,0.271,1.003,138,17,10,0,4,10,0
"401",401,"O15335","f[(1)](id, age), f[(2)](age)",0.653,0.056,0.004,0.015,0.001,0.27,1.004,189,21,11,0,3,11,0
"402",402,"O15400","f[(2)](age), f[(1)](id, age), f[(3)](diseaseAge)",0.049,0.101,0.025,0.019,0.011,0.796,1.004,99,11,4,0,2,3,0
"403",403,"O15438","f[(1)](id, age), f[(2)](age)",0.505,0.047,0.002,0.003,0.022,0.421,1.002,126,14,11,0,0,11,0
"404",404,"O15511","f[(1)](id, age), f[(2)](age)",0.179,0.1,0.025,0.021,0.003,0.672,1.007,189,21,11,0,3,8,0
"405",405,"O43157","f[(1)](id, age), f[(2)](age)",0.498,0.071,0.005,0.027,0.006,0.392,1.003,189,21,11,0,5,11,0
"406",406,"O43278","f[(1)](id, age), f[(2)](age)",0.442,0.058,0.005,0.002,0.017,0.476,1.003,189,21,11,0,1,11,0
"407",407,"O43280","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.658,0.122,0.002,0.009,0.101,0.108,1.002,153,17,11,0,0,11,0
"408",408,"O43396","f[(2)](age), f[(1)](id, age)",0.094,0.126,0.007,0.008,0.004,0.761,1.003,189,21,11,0,3,11,0
"409",409,"O43405","f[(1)](id, age)",0.568,0.007,0.005,0.002,0.002,0.416,1.002,171,19,10,0,3,10,0
"410",410,"O43488","f[(1)](id, age), f[(2)](age)",0.405,0.081,0.014,0.022,0.002,0.476,1.002,179,20,11,0,5,9,0
"411",411,"O43505","f[(2)](age), f[(1)](id, age)",0.248,0.48,0.003,0.009,0.013,0.246,1.002,189,21,11,0,1,11,0
"412",412,"O43529","f[(2)](age), f[(1)](id, age)",0.313,0.364,0.005,0.005,0.001,0.312,1.003,189,21,11,0,6,11,0
"413",413,"O43665","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.133,0.1,0.019,0.029,0.014,0.705,1.003,162,19,11,0,5,10,0
"414",414,"O43707","f[(2)](age), f[(1)](id, age)",0.093,0.121,0.011,0.02,0.004,0.75,1.003,189,21,11,0,1,11,0
"415",415,"O43827","f[(1)](id, age), f[(4)](sex, age)",0.346,0.007,0.022,0.031,0.007,0.588,1.002,108,12,10,0,4,8,0
"416",416,"O43852","f[(1)](id, age), f[(2)](age)",0.484,0.085,0.003,0.003,0,0.424,1.002,180,20,11,0,2,11,0
"417",417,"O43866","f[(1)](id, age), f[(2)](age)",0.663,0.061,0.003,0.004,0.002,0.268,1.003,189,21,11,0,0,11,0
"418",418,"O43895","f[(1)](id, age), f[(2)](age)",0.598,0.33,0.001,0.002,0.001,0.068,1.003,180,20,11,0,2,11,0
"419",419,"O43915","f[(4)](sex, age), f[(1)](id, age), f[(3)](diseaseAge)",0.239,0.026,0.07,0.285,0.008,0.372,1.002,126,14,10,0,5,7,0
"420",420,"O43916","f[(1)](id, age), f[(4)](sex, age), f[(3)](diseaseAge)",0.545,0.002,0.033,0.14,0.029,0.25,1.002,108,12,3,0,1,1,0
"421",421,"O60234","f[(2)](age), f[(1)](id, age)",0.058,0.111,0.006,0.005,0.001,0.82,1.002,189,21,11,0,2,11,0
"422",422,"O60279","f[(1)](id, age), f[(2)](age)",0.427,0.057,0.006,0.008,0.003,0.499,1.003,180,20,10,0,4,10,0
"423",423,"O60493","f[(1)](id, age), f[(2)](age)",0.263,0.129,0.012,0.004,0.003,0.589,1.002,171,19,11,0,3,10,0
"424",424,"O60664","f[(1)](id, age), f[(5)](group)",0.596,0.011,0.005,0.002,0.058,0.328,1.004,189,21,11,0,2,11,0
"425",425,"O60667","f[(1)](id, age), f[(2)](age)",0.625,0.035,0.005,0.003,0.007,0.324,1.002,189,21,11,0,5,11,0
"426",426,"O60749","f[(1)](id, age)",0.07,0.006,0.006,0.021,0.004,0.893,1.003,126,14,8,0,1,8,0
"427",427,"O60844","f[(1)](id, age), f[(5)](group)",0.333,0.022,0.002,0.004,0.032,0.608,1.002,189,21,11,0,1,11,0
"428",428,"O60888","f[(1)](id, age)",0.897,0.026,0.002,0,0.013,0.062,1.004,189,21,11,0,2,9,0
"429",429,"O75037","f[(2)](age), f[(3)](diseaseAge)",0.006,0.582,0.051,0.011,0.029,0.321,1.003,152,17,7,0,3,4,0
"430",430,"O75083","f[(2)](age), f[(1)](id, age)",0.076,0.098,0.01,0.017,0.002,0.798,1.002,189,21,11,0,2,11,0
"431",431,"O75116","f[(2)](age), f[(5)](group), f[(1)](id, age), f[(3)](diseaseAge)",0.034,0.12,0.033,0.031,0.047,0.736,1.004,108,12,8,0,1,8,0
"432",432,"O75131","f[(1)](id, age)",0.257,0.008,0.006,0.003,0.015,0.712,1.002,112,13,9,0,0,9,0
"433",433,"O75223","f[(2)](age), f[(1)](id, age)",0.07,0.208,0.021,0.001,0.003,0.697,1.003,171,19,10,0,4,10,0
"434",434,"O75326","f[(1)](id, age), f[(2)](age)",0.334,0.121,0.003,0.006,0.008,0.529,1.002,189,21,11,0,1,11,0
"435",435,"O75339","f[(1)](id, age), f[(3)](diseaseAge), f[(5)](group)",0.337,0.024,0.157,0.003,0.069,0.409,1.006,180,20,10,0,1,1,0
"436",436,"O75340","f[(1)](id, age)",0.816,0.001,0.018,0.006,0.017,0.142,1.001,180,20,10,0,3,6,0
"437",437,"O75356","f[(1)](id, age), f[(4)](sex, age)",0.584,0.017,0.008,0.049,0.006,0.337,1.004,189,21,11,0,4,10,0
"438",438,"O75368","f[(1)](id, age), f[(2)](age)",0.281,0.096,0.025,0.007,0.001,0.589,1.002,117,13,3,0,2,3,0
"439",439,"O75493","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.324,0.134,0.013,0.133,0.006,0.389,1.002,108,12,6,0,1,6,0
"440",440,"O75509","f[(1)](id, age), f[(2)](age)",0.284,0.258,0.014,0.008,0.017,0.419,1.002,162,18,9,0,5,8,0
"441",441,"O75558","f[(1)](id, age), f[(3)](diseaseAge)",0.176,0.025,0.036,0.021,0.002,0.74,1.006,126,14,8,0,2,4,0
"442",442,"O75563","f[(2)](age), f[(1)](id, age)",0.038,0.142,0.004,0.013,0.005,0.798,1.003,126,14,6,0,0,6,0
"443",443,"O75594","f[(1)](id, age), f[(2)](age)",0.287,0.117,0.033,0.001,0.001,0.561,1.004,189,21,11,0,9,10,0
"444",444,"O75636","f[(1)](id, age)",0.715,0.023,0.009,0.007,0.002,0.244,1.002,189,21,11,0,3,10,0
"445",445,"O75752","f[(2)](age), f[(1)](id, age), f[(5)](group)",0.198,0.27,0.01,0.006,0.052,0.464,1.002,144,16,10,0,4,10,0
"446",446,"O75874","f[(1)](id, age), f[(2)](age)",0.334,0.063,0.004,0.024,0.001,0.573,1.003,189,21,11,0,3,11,0
"447",447,"O75882","f[(1)](id, age)",0.611,0.017,0.007,0.008,0,0.356,1.004,189,21,11,0,5,11,0
"448",448,"O75976","f[(1)](id, age)",0.633,0.001,0.005,0.009,0.001,0.351,1.002,162,18,8,0,3,8,0
"449",449,"O76074","f[(1)](id, age), f[(5)](group), f[(4)](sex, age), f[(2)](age)",0.095,0.051,0.017,0.066,0.069,0.702,1.005,149,17,11,0,5,10,0
"450",450,"O94769","f[(3)](diseaseAge), f[(1)](id, age)",0.272,0.031,0.275,0.003,0.001,0.418,1.002,180,20,11,0,3,3,0
"451",451,"O94898","f[(1)](id, age), f[(2)](age)",0.537,0.099,0.002,0.003,0.003,0.356,1.004,171,19,9,0,1,9,0
"452",452,"O94910","f[(4)](sex, age), f[(2)](age), f[(1)](id, age)",0.081,0.089,0.031,0.127,0.005,0.667,1.002,108,12,9,0,5,8,0
"453",453,"O94919","f[(1)](id, age), f[(2)](age)",0.381,0.061,0.002,0.003,0.01,0.544,1.003,189,21,11,0,2,11,0
"454",454,"O94985","f[(2)](age), f[(1)](id, age)",0.068,0.657,0.013,0.002,0.002,0.257,1.002,189,21,11,0,2,9,0
"455",455,"O95274","f[(1)](id, age)",0.673,0.003,0.04,0.002,0.003,0.278,1.002,171,19,9,0,3,5,0
"456",456,"O95302","f[(1)](id, age), f[(2)](age)",0.172,0.076,0.008,0.008,0.018,0.719,1.003,108,12,6,0,1,6,0
"457",457,"O95336","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.28,0.047,0.005,0.043,0.028,0.598,1.002,135,15,9,0,0,9,0
"458",458,"O95393","f[(1)](id, age), f[(2)](age)",0.559,0.056,0.015,0.01,0.016,0.344,1.002,108,12,9,0,4,9,0
"459",459,"Q5H8X8","f[(1)](id, age), f[(2)](age)",0.396,0.116,0.007,0.006,0.003,0.473,1.002,189,21,11,0,5,11,0
"460",460,"O95428","f[(1)](id, age), f[(2)](age)",0.453,0.175,0.021,0.002,0.006,0.343,1.004,189,21,11,0,7,10,0
"461",461,"O95445","f[(1)](id, age)",0.452,0.001,0.002,0.008,0.004,0.533,1.003,189,21,11,0,1,11,0
"462",462,"O95479","f[(1)](id, age)",0.846,0.027,0.001,0.006,0.007,0.112,1.002,189,21,11,0,2,11,0
"463",463,"O95497","f[(1)](id, age)",0.916,0.022,0.002,0.001,0.006,0.052,1.002,189,21,11,0,4,11,0
"464",464,"O95502","f[(2)](age), f[(1)](id, age)",0.12,0.682,0.01,0.007,0.002,0.179,1.003,126,14,11,0,3,10,0
"465",465,"O95810","f[(1)](id, age), f[(2)](age)",0.079,0.076,0.015,0.017,0.003,0.811,1.004,189,21,11,0,4,10,0
"466",466,"Q5SSV3","f[(1)](id, age), f[(5)](group)",0.112,0.02,0.004,0.022,0.076,0.767,1.003,180,20,10,0,1,10,0
"467",467,"O95897","f[(1)](id, age), f[(2)](age)",0.547,0.106,0.003,0.017,0.001,0.326,1.003,189,21,11,0,3,11,0
"468",468,"O95980","f[(1)](id, age), f[(2)](age)",0.484,0.102,0.006,0.003,0.003,0.402,1.008,189,21,11,0,5,11,0
"469",469,"P00325","f[(2)](age), f[(1)](id, age)",0.217,0.276,0.006,0.002,0.001,0.497,1.002,153,17,8,0,2,8,0
"470",470,"P00338","f[(1)](id, age), f[(2)](age)",0.258,0.065,0.012,0.013,0.003,0.649,1.003,189,21,11,0,5,10,0
"471",471,"P00352","f[(2)](age), f[(1)](id, age)",0.287,0.398,0.005,0.004,0.002,0.305,1.001,189,21,11,0,4,11,0
"472",472,"P00367","f[(1)](id, age), f[(5)](group)",0.607,0.002,0.029,0.01,0.055,0.298,1.002,144,16,11,0,1,3,0
"473",473,"P00390","f[(1)](id, age), f[(2)](age)",0.264,0.257,0.006,0.003,0.002,0.468,1.003,189,21,11,0,5,11,0
"474",474,"P00441","f[(1)](id, age), f[(2)](age)",0.36,0.206,0.005,0.002,0.001,0.426,1.001,189,21,11,0,3,11,0
"475",475,"P00450","f[(1)](id, age), f[(2)](age)",0.662,0.048,0.006,0.001,0.001,0.282,1.002,189,21,11,0,4,11,0
"476",476,"P00451","f[(1)](id, age)",0.835,0.011,0.002,0.002,0.018,0.132,1.002,189,21,11,0,2,11,0
"477",477,"P00488","f[(1)](id, age)",0.608,0.008,0.002,0.003,0,0.379,1.002,189,21,11,0,2,11,0
"478",478,"P00491","f[(2)](age), f[(1)](id, age)",0.067,0.072,0.006,0.006,0.001,0.848,1.003,189,21,11,0,1,11,0
"479",479,"P00492","f[(2)](age), f[(1)](id, age)",0.198,0.286,0.006,0.012,0.002,0.496,1.003,180,20,10,0,3,10,0
"480",480,"P00558","f[(1)](id, age), f[(2)](age)",0.051,0.045,0.003,0.008,0,0.892,1.002,189,21,11,0,0,11,0
"481",481,"P00568","f[(2)](age), f[(1)](id, age)",0.149,0.333,0.008,0.004,0.007,0.498,1.002,189,21,11,0,1,11,0
"482",482,"P00734","f[(1)](id, age)",0.384,0.003,0.005,0.012,0.005,0.592,1.003,189,21,11,0,2,11,0
"483",483,"P00738","f[(1)](id, age), f[(5)](group), f[(3)](diseaseAge)",0.384,0.004,0.123,0.003,0.35,0.137,1.002,189,21,11,0,1,1,0
"484",484,"P00740","f[(1)](id, age), f[(2)](age)",0.325,0.206,0.004,0.001,0,0.464,1.002,189,21,11,0,5,11,0
"485",485,"P00742","f[(1)](id, age), f[(2)](age)",0.286,0.056,0.009,0.012,0.008,0.629,1.002,189,21,11,0,4,11,0
"486",486,"P00747","f[(1)](id, age)",0.493,0.038,0.002,0.004,0,0.462,1.002,189,21,11,0,1,11,0
"487",487,"P00748","f[(1)](id, age)",0.9,0.009,0.001,0.003,0,0.088,1.002,189,21,11,0,2,11,0
"488",488,"P00813","f[(1)](id, age), f[(2)](age)",0.639,0.052,0.007,0.005,0.001,0.297,1.002,189,21,11,0,6,11,0
"489",489,"P00915","f[(2)](age), f[(1)](id, age)",0.235,0.449,0.027,0.009,0.002,0.277,1.003,189,21,11,0,4,9,0
"490",490,"P00918","f[(2)](age), f[(1)](id, age)",0.159,0.402,0.018,0.003,0.004,0.414,1.002,189,21,11,0,4,10,0
"491",491,"P00995","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.189,0.186,0.006,0.018,0.059,0.542,1.002,189,21,11,0,2,11,0
"492",492,"P01008","f[(1)](id, age)",0.404,0.011,0.004,0.008,0.001,0.572,1.003,189,21,11,0,5,11,0
"493",493,"P01009","f[(3)](diseaseAge), f[(5)](group), f[(1)](id, age)",0.149,0.01,0.272,0.001,0.243,0.325,1.004,189,21,11,0,1,2,0
"494",494,"P01011","f[(1)](id, age)",0.249,0.005,0.005,0.002,0,0.739,1.003,189,21,11,0,3,11,0
"495",495,"P01019","f[(1)](id, age)",0.675,0.019,0.007,0.007,0.001,0.292,1.003,189,21,11,0,2,11,0
"496",496,"P01023","f[(1)](id, age)",0.945,0.005,0.001,0.001,0.001,0.047,1.003,189,21,11,0,1,11,0
"497",497,"P01024","f[(1)](id, age), f[(2)](age)",0.226,0.15,0.013,0.013,0.007,0.59,1.002,189,21,11,0,4,10,0
"498",498,"P01031","f[(1)](id, age), f[(2)](age)",0.208,0.066,0.015,0.001,0.003,0.707,1.002,189,21,11,0,4,10,0
"499",499,"P01033","f[(1)](id, age), f[(2)](age)",0.332,0.076,0.006,0.004,0.024,0.558,1.002,189,21,11,0,5,11,0
"500",500,"P01034","f[(1)](id, age), f[(2)](age)",0.354,0.153,0.005,0.011,0.002,0.475,1.002,189,21,11,0,1,11,0
"501",501,"P01042","f[(1)](id, age)",0.654,0.005,0.003,0.003,0,0.335,1.002,189,21,11,0,2,11,0
"502",502,"P01042.1","f[(1)](id, age)",0.548,0.003,0.003,0.002,0.002,0.442,1.002,189,21,11,0,3,11,0
"503",503,"P01127","f[(1)](id, age), f[(5)](group), f[(3)](diseaseAge)",0.219,0.005,0.053,0.015,0.056,0.651,1.003,98,11,4,0,1,1,0
"504",504,"P01137","f[(1)](id, age), f[(2)](age)",0.415,0.051,0.008,0.006,0.009,0.512,1.002,189,21,11,0,4,11,0
"505",505,"P01344","f[(1)](id, age), f[(2)](age)",0.412,0.303,0.004,0.037,0.008,0.237,1.003,189,21,11,0,1,11,0
"506",506,"P01591","f[(1)](id, age)",0.691,0.002,0.002,0.004,0.001,0.3,1.002,189,21,11,0,3,11,0
"507",507,"P01833","f[(1)](id, age), f[(2)](age)",0.399,0.132,0.031,0.003,0.002,0.433,1.003,189,21,11,0,4,8,0
"508",508,"P01876","f[(1)](id, age), f[(5)](group)",0.383,0.003,0.007,0.005,0.058,0.545,1.001,108,12,4,0,1,4,0
"509",509,"P02042","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.65,0.068,0.047,0.047,0.003,0.185,1.003,189,21,11,0,3,4,0
"510",510,"P02144","f[(1)](id, age), f[(2)](age)",0.436,0.026,0.011,0.006,0.021,0.5,1.002,117,13,6,0,1,6,0
"511",511,"P02452","f[(2)](age), f[(1)](id, age)",0.137,0.552,0.007,0.03,0.007,0.266,1.002,189,21,11,0,2,11,0
"512",512,"P02458","f[(2)](age), f[(1)](id, age), f[(4)](sex, age)",0.054,0.776,0.005,0.024,0.021,0.12,1.003,189,21,11,0,3,9,0
"513",513,"P02461","f[(2)](age), f[(1)](id, age)",0.141,0.641,0.007,0.001,0.001,0.21,1.002,189,21,11,0,4,10,0
"514",514,"P02462","f[(1)](id, age)",0.649,0.006,0.004,0.015,0.02,0.306,1.003,107,12,11,0,2,11,0
"515",515,"P02545","f[(1)](id, age), f[(4)](sex, age), f[(5)](group)",0.152,0.026,0.013,0.049,0.036,0.724,1.002,189,21,11,0,3,11,0
"516",516,"P02647","f[(1)](id, age), f[(2)](age)",0.434,0.037,0.011,0.011,0.002,0.505,1.002,189,21,11,0,3,11,0
"517",517,"P02649","f[(1)](id, age), f[(4)](sex, age)",0.622,0.027,0.013,0.056,0.001,0.281,1.002,189,21,11,0,4,8,0
"518",518,"P02652","f[(1)](id, age), f[(2)](age)",0.526,0.214,0.004,0.003,0.002,0.251,1.002,189,21,11,0,3,11,0
"519",519,"P02671","f[(1)](id, age)",0.483,0.002,0.003,0.009,0.008,0.496,1.002,189,21,11,0,4,11,0
"520",520,"P02675","f[(1)](id, age)",0.279,0.01,0.004,0.022,0.005,0.679,1.003,189,21,11,0,4,11,0
"521",521,"P02679","f[(1)](id, age)",0.294,0.014,0.005,0.019,0.006,0.663,1.002,189,21,11,0,3,11,0
"522",522,"P02741","f[(1)](id, age), f[(5)](group)",0.36,0.001,0.003,0,0.055,0.58,1.002,189,21,11,0,1,11,0
"523",523,"P02743","f[(1)](id, age)",0.323,0.018,0.021,0.004,0.003,0.631,1.003,189,21,11,0,3,9,0
"524",524,"P02745","f[(1)](id, age), f[(2)](age)",0.664,0.118,0.002,0.02,0,0.195,1.002,189,21,11,0,3,11,0
"525",525,"P02747","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.361,0.172,0.003,0.105,0,0.359,1.002,189,21,11,0,1,11,0
"526",526,"P02748","f[(1)](id, age), f[(2)](age)",0.177,0.084,0.009,0.004,0.005,0.721,1.005,189,21,11,0,2,11,0
"527",527,"P02749","f[(1)](id, age), f[(2)](age)",0.647,0.12,0.013,0.003,0.002,0.216,1.002,189,21,11,0,4,9,0
"528",528,"P02750","f[(1)](id, age), f[(3)](diseaseAge)",0.691,0.004,0.069,0.002,0.011,0.223,1.016,189,21,11,0,2,4,0
"529",529,"P02751","f[(1)](id, age)",0.097,0.002,0.003,0.001,0.001,0.896,1.006,189,21,11,0,1,11,0
"530",530,"P02760","f[(1)](id, age), f[(2)](age)",0.365,0.12,0.01,0.025,0.001,0.479,1.003,189,21,11,0,5,11,0
"531",531,"P02763","f[(1)](id, age), f[(5)](group), f[(3)](diseaseAge)",0.344,0.012,0.041,0.001,0.103,0.498,1.002,171,19,10,0,4,7,0
"532",532,"P02765","f[(1)](id, age), f[(2)](age)",0.587,0.101,0.006,0.007,0,0.298,1.002,189,21,11,0,5,10,0
"533",533,"P02766","f[(1)](id, age)",0.134,0.003,0.01,0.002,0,0.851,1.002,189,21,11,0,4,11,0
"534",534,"P02774","f[(1)](id, age)",0.354,0.029,0.003,0.004,0.002,0.608,1.003,189,21,11,0,4,11,0
"535",535,"P02775","f[(1)](id, age), f[(2)](age)",0.368,0.098,0.008,0.007,0.003,0.517,1.002,189,21,11,0,3,11,0
"536",536,"P02776","f[(1)](id, age), f[(2)](age)",0.492,0.041,0.003,0.01,0.001,0.453,1.003,189,21,11,0,1,11,0
"537",537,"P02787","f[(5)](group), f[(1)](id, age)",0.265,0.006,0.007,0.029,0.549,0.144,1.003,189,21,11,0,3,8,0
"538",538,"P02790","f[(1)](id, age)",0.546,0.015,0.005,0.006,0.001,0.426,1.002,189,21,11,0,3,11,0
"539",539,"P02792","f[(1)](id, age), f[(5)](group), f[(3)](diseaseAge), f[(2)](age)",0.479,0.058,0.065,0.048,0.138,0.212,1.014,126,14,5,0,1,2,0
"540",540,"P02818","f[(1)](id, age), f[(2)](age)",0.423,0.14,0.007,0.011,0.002,0.416,1.003,162,18,10,0,3,10,0
"541",541,"P03950","f[(1)](id, age), f[(2)](age)",0.398,0.328,0.002,0.001,0.001,0.27,1.002,189,21,11,0,1,11,0
"542",542,"P03951","f[(1)](id, age), f[(4)](sex, age)",0.511,0.025,0.01,0.063,0.005,0.386,1.002,189,21,11,0,6,10,0
"543",543,"P03971","f[(4)](sex, age)",0.024,0.006,0.001,0.912,0,0.057,1.002,141,16,8,0,1,8,0
"544",544,"P03973","f[(1)](id, age), f[(2)](age)",0.32,0.208,0.002,0.005,0.034,0.43,1.002,189,21,11,0,3,11,0
"545",545,"P04003","f[(1)](id, age)",0.367,0.005,0.005,0.013,0.003,0.608,1.002,189,21,11,0,3,11,0
"546",546,"P04004","f[(1)](id, age), f[(2)](age)",0.408,0.176,0.002,0.035,0.001,0.377,1.002,189,21,11,0,0,11,0
"547",547,"P04040","f[(2)](age), f[(1)](id, age), f[(3)](diseaseAge)",0.177,0.399,0.026,0.025,0.003,0.371,1.004,189,21,11,0,4,10,0
"548",548,"P04066","f[(1)](id, age)",0.926,0.004,0.001,0.012,0.008,0.051,1.003,189,21,11,0,5,11,0
"549",549,"P04075","f[(1)](id, age), f[(2)](age)",0.086,0.047,0.005,0.014,0.001,0.847,1.004,189,21,11,0,3,11,0
"550",550,"P04083","NA, noise",0.019,0.007,0.01,0.001,0.004,0.959,1.003,162,18,10,0,4,10,0
"551",551,"P04085","f[(1)](id, age), f[(2)](age)",0.691,0.036,0.012,0.008,0.014,0.239,1.002,189,21,11,0,3,5,0
"552",552,"P04114","f[(1)](id, age), f[(2)](age)",0.626,0.059,0.005,0.015,0.001,0.294,1.002,189,21,11,0,1,11,0
"553",553,"P04155","f[(1)](id, age), f[(3)](diseaseAge)",0.515,0.019,0.059,0.022,0.004,0.382,1.002,162,18,8,0,4,6,0
"554",554,"P04180","f[(1)](id, age), f[(2)](age)",0.418,0.084,0.009,0.003,0.011,0.475,1.002,189,21,11,0,5,11,0
"555",555,"P04196","f[(1)](id, age)",0.863,0.003,0.004,0.002,0.002,0.126,1.002,189,21,11,0,4,10,0
"556",556,"P04217","f[(1)](id, age)",0.824,0.023,0.002,0.003,0.004,0.143,1.003,189,21,11,0,4,11,0
"557",557,"P04222","f[(1)](id, age), f[(2)](age)",0.784,0.031,0.003,0.014,0.019,0.15,1.003,99,11,8,0,2,8,0
"558",558,"P04259","f[(1)](id, age)",0.285,0.003,0.003,0.006,0.024,0.679,1.002,152,17,11,0,0,11,0
"559",559,"P04264","f[(1)](id, age)",0.272,0.003,0.004,0.002,0.007,0.712,1.002,189,21,11,0,4,11,0
"560",560,"P04275","f[(2)](age), f[(1)](id, age)",0.079,0.086,0.004,0.025,0.001,0.805,1.002,189,21,11,0,1,11,0
"561",561,"P04278","f[(1)](id, age), f[(2)](age)",0.538,0.343,0.004,0.011,0,0.103,1.003,189,21,11,0,5,11,0
"562",562,"P04406","f[(2)](age), f[(1)](id, age)",0.167,0.317,0.012,0.003,0.001,0.5,1.002,189,21,11,0,5,9,0
"563",563,"P04424","f[(1)](id, age)",0.57,0.018,0.001,0.002,0.009,0.4,1.004,171,19,11,0,2,11,0
"564",564,"P04439","f[(1)](id, age), f[(5)](group), f[(2)](age)",0.689,0.043,0.007,0.001,0.132,0.128,1.002,117,13,5,0,1,3,0
"565",565,"P04745","f[(1)](id, age), f[(2)](age)",0.672,0.121,0.001,0.002,0.031,0.173,1.002,189,21,11,0,2,11,0
"566",566,"P04746","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.606,0.208,0.011,0.023,0.022,0.13,1.002,98,11,4,0,1,3,0
"567",567,"P04792","f[(1)](id, age), f[(2)](age)",0.331,0.067,0.006,0.019,0.001,0.576,1.003,171,19,9,0,3,9,0
"568",568,"P04899","f[(1)](id, age), f[(5)](group)",0.269,0.018,0.004,0.008,0.023,0.678,1.004,189,21,11,0,2,11,0
"569",569,"P05019","f[(2)](age), f[(1)](id, age)",0.114,0.741,0.001,0.038,0,0.104,1.002,189,21,11,0,1,11,0
"570",570,"P05026","f[(1)](id, age)",0.449,0.037,0.004,0.004,0.004,0.501,1.003,117,13,4,0,0,4,0
"571",571,"P05060","f[(1)](id, age), f[(2)](age)",0.417,0.243,0.001,0.002,0.019,0.318,1.003,180,20,10,0,0,10,0
"572",572,"P05062","f[(1)](id, age)",0.362,0.001,0.004,0.002,0.005,0.627,1.002,189,21,11,0,2,11,0
"573",573,"P05067","f[(1)](id, age), f[(2)](age)",0.555,0.045,0.007,0.009,0.029,0.354,1.002,189,21,11,0,5,11,0
"574",574,"P05089","f[(2)](age), f[(1)](id, age)",0.062,0.253,0.015,0.011,0.001,0.658,1.002,126,14,7,0,2,6,0
"575",575,"P05106","f[(2)](age), f[(1)](id, age)",0.105,0.112,0.006,0.02,0.001,0.756,1.004,180,20,11,0,1,11,0
